Country Name,Value,Indicator Name,Year
Mauritania,,Domestic credit to private sector by banks (% of GDP),1998
Mauritania,2.7778047842837297,GDP growth (annual %),1998
Mauritania,25.5,Lending interest rate (%),1998
Mauritania,5.95043564895867,Real interest rate (%),1998
Mauritius,,Bank nonperforming loans to total gross loans (%),1998
Mauritius,56.4087879274322,Domestic credit to private sector by banks (% of GDP),1998
Mauritius,6.07194016138837,GDP growth (annual %),1998
Mauritius,19.9166666666667,Lending interest rate (%),1998
Mauritius,12.109810899530098,Real interest rate (%),1998
Mexico,,Bank nonperforming loans to total gross loans (%),1998
Mexico,18.0212483172163,Domestic credit to private sector by banks (% of GDP),1998
Mexico,5.16392516795146,GDP growth (annual %),1998
Mexico,26.358333333333302,Lending interest rate (%),1998
Mexico,9.46779679758201,Real interest rate (%),1998
Moldova,,Bank nonperforming loans to total gross loans (%),1998
Moldova,13.8745376208341,Domestic credit to private sector by banks (% of GDP),1998
Moldova,-6.5421920230928805,GDP growth (annual %),1998
Moldova,30.825,Lending interest rate (%),1998
Moldova,19.516656524968,Real interest rate (%),1998
Mongolia,,Bank nonperforming loans to total gross loans (%),1998
Mongolia,8.17511087602208,Domestic credit to private sector by banks (% of GDP),1998
Mongolia,3.33993659986376,GDP growth (annual %),1998
Mongolia,48.0625,Lending interest rate (%),1998
Mongolia,50.9791099007814,Real interest rate (%),1998
Morocco,,Bank nonperforming loans to total gross loans (%),1998
Morocco,41.7415010500101,Domestic credit to private sector by banks (% of GDP),1998
Morocco,7.23855268965383,GDP growth (annual %),1998
Morocco,,Lending interest rate (%),1998
Morocco,,Real interest rate (%),1998
Mozambique,,Bank nonperforming loans to total gross loans (%),1998
Mozambique,9.7021958696534,Domestic credit to private sector by banks (% of GDP),1998
Mozambique,9.9267570153407,GDP growth (annual %),1998
Mozambique,24.3525,Lending interest rate (%),1998
Mozambique,17.818454037537197,Real interest rate (%),1998
Myanmar,,Bank nonperforming loans to total gross loans (%),1998
Myanmar,9.69920038564372,Domestic credit to private sector by banks (% of GDP),1998
Myanmar,5.86621315299236,GDP growth (annual %),1998
Myanmar,16.5,Lending interest rate (%),1998
Myanmar,-14.2280181465572,Real interest rate (%),1998
Namibia,,Bank nonperforming loans to total gross loans (%),1998
Namibia,41.3762705300496,Domestic credit to private sector by banks (% of GDP),1998
Namibia,3.29158557392415,GDP growth (annual %),1998
Namibia,20.7191666666667,Lending interest rate (%),1998
Namibia,11.434975059814501,Real interest rate (%),1998
Nepal,,Bank nonperforming loans to total gross loans (%),1998
Nepal,28.212302015988303,Domestic credit to private sector by banks (% of GDP),1998
Nepal,3.01638948168549,GDP growth (annual %),1998
Nepal,,Lending interest rate (%),1998
Nepal,,Real interest rate (%),1998
Netherlands,,Bank nonperforming loans to total gross loans (%),1998
Netherlands,,Domestic credit to private sector by banks (% of GDP),1998
Netherlands,4.6639172230081,GDP growth (annual %),1998
Netherlands,,Lending interest rate (%),1998
Netherlands,,Real interest rate (%),1998
New Caledonia,,Bank nonperforming loans to total gross loans (%),1998
New Caledonia,,Domestic credit to private sector by banks (% of GDP),1998
New Caledonia,-3.20027550609392,GDP growth (annual %),1998
New Caledonia,,Lending interest rate (%),1998
New Caledonia,,Real interest rate (%),1998
New Zealand,,Bank nonperforming loans to total gross loans (%),1998
New Zealand,104.959719543931,Domestic credit to private sector by banks (% of GDP),1998
New Zealand,0.798168199634745,GDP growth (annual %),1998
New Zealand,8.992500600281732,Lending interest rate (%),1998
New Zealand,7.794283004619429,Real interest rate (%),1998
Nicaragua,,Bank nonperforming loans to total gross loans (%),1998
Nicaragua,19.8070767710454,Domestic credit to private sector by banks (% of GDP),1998
Nicaragua,3.71168146255894,GDP growth (annual %),1998
Nicaragua,21.6281083333333,Lending interest rate (%),1998
Nicaragua,6.66466838771679,Real interest rate (%),1998
Niger,,Bank nonperforming loans to total gross loans (%),1998
Niger,3.18786755205554,Domestic credit to private sector by banks (% of GDP),1998
Niger,9.87032073329739,GDP growth (annual %),1998
Niger,,Lending interest rate (%),1998
Niger,,Real interest rate (%),1998
Nigeria,,Bank nonperforming loans to total gross loans (%),1998
Nigeria,7.60868676145306,Domestic credit to private sector by banks (% of GDP),1998
Nigeria,2.58125410282553,GDP growth (annual %),1998
Nigeria,18.184166666666698,Lending interest rate (%),1998
Nigeria,11.4846690582481,Real interest rate (%),1998
Norway,,Bank nonperforming loans to total gross loans (%),1998
Norway,68.91249662562389,Domestic credit to private sector by banks (% of GDP),1998
Norway,2.62442622196583,GDP growth (annual %),1998
Norway,,Lending interest rate (%),1998
Norway,,Real interest rate (%),1998
Oman,,Bank nonperforming loans to total gross loans (%),1998
Oman,47.3256895624047,Domestic credit to private sector by banks (% of GDP),1998
Oman,2.64233797437477,GDP growth (annual %),1998
Oman,9.7375,Lending interest rate (%),1998
Oman,26.648056537834897,Real interest rate (%),1998
Pakistan,,Bank nonperforming loans to total gross loans (%),1998
Pakistan,25.1139429411396,Domestic credit to private sector by banks (% of GDP),1998
Pakistan,2.5502342946353,GDP growth (annual %),1998
Pakistan,,Lending interest rate (%),1998
Pakistan,,Real interest rate (%),1998
Palau,,Bank nonperforming loans to total gross loans (%),1998
Palau,,Domestic credit to private sector by banks (% of GDP),1998
Palau,,GDP growth (annual %),1998
Palau,,Lending interest rate (%),1998
Palau,,Real interest rate (%),1998
Panama,,Bank nonperforming loans to total gross loans (%),1998
Panama,77.8384310485648,Domestic credit to private sector by banks (% of GDP),1998
Panama,7.34150070288591,GDP growth (annual %),1998
Panama,10.818333333333301,Lending interest rate (%),1998
Panama,9.72381716131823,Real interest rate (%),1998
Papua New Guinea,,Bank nonperforming loans to total gross loans (%),1998
Papua New Guinea,20.221154339023,Domestic credit to private sector by banks (% of GDP),1998
Papua New Guinea,-3.76911321783457,GDP growth (annual %),1998
Papua New Guinea,17.704166666666698,Lending interest rate (%),1998
Papua New Guinea,2.7590416607623798,Real interest rate (%),1998
Paraguay,,Bank nonperforming loans to total gross loans (%),1998
Paraguay,22.7957329663691,Domestic credit to private sector by banks (% of GDP),1998
Paraguay,0.0680377558080636,GDP growth (annual %),1998
Paraguay,30.4875,Lending interest rate (%),1998
Paraguay,12.239031403901999,Real interest rate (%),1998
Peru,,Bank nonperforming loans to total gross loans (%),1998
Peru,28.191049659872302,Domestic credit to private sector by banks (% of GDP),1998
Peru,-0.39153755583382105,GDP growth (annual %),1998
Peru,32.6266666666667,Lending interest rate (%),1998
Peru,25.866275291243,Real interest rate (%),1998
Philippines,,Bank nonperforming loans to total gross loans (%),1998
Philippines,43.3216760487253,Domestic credit to private sector by banks (% of GDP),1998
Philippines,-0.576718146342273,GDP growth (annual %),1998
Philippines,16.7774166666667,Lending interest rate (%),1998
Philippines,-4.579366257981531,Real interest rate (%),1998
Poland,,Bank nonperforming loans to total gross loans (%),1998
Poland,22.356824173485197,Domestic credit to private sector by banks (% of GDP),1998
Poland,4.614695340501781,GDP growth (annual %),1998
Poland,,Lending interest rate (%),1998
Poland,,Real interest rate (%),1998
Portugal,,Bank nonperforming loans to total gross loans (%),1998
Portugal,,Domestic credit to private sector by banks (% of GDP),1998
Portugal,4.80796343287557,GDP growth (annual %),1998
Portugal,,Lending interest rate (%),1998
Portugal,,Real interest rate (%),1998
Qatar,,Bank nonperforming loans to total gross loans (%),1998
Qatar,38.712293770336,Domestic credit to private sector by banks (% of GDP),1998
Qatar,,GDP growth (annual %),1998
Qatar,,Lending interest rate (%),1998
Qatar,,Real interest rate (%),1998
Romania,,Bank nonperforming loans to total gross loans (%),1998
Romania,11.667923161936601,Domestic credit to private sector by banks (% of GDP),1998
Romania,-2.02981290571719,GDP growth (annual %),1998
Romania,55.3166666666667,Lending interest rate (%),1998
Romania,4.848395169445411,Real interest rate (%),1998
Rwanda,,Bank nonperforming loans to total gross loans (%),1998
Rwanda,8.70416835215335,Domestic credit to private sector by banks (% of GDP),1998
Rwanda,8.8586694956529,GDP growth (annual %),1998
Rwanda,15.716666666666699,Lending interest rate (%),1998
Rwanda,13.1944668253911,Real interest rate (%),1998
Samoa,,Bank nonperforming loans to total gross loans (%),1998
Samoa,22.0915778421366,Domestic credit to private sector by banks (% of GDP),1998
Samoa,2.19488922176964,GDP growth (annual %),1998
Samoa,,Lending interest rate (%),1998
Samoa,,Real interest rate (%),1998
Saudi Arabia,,Bank nonperforming loans to total gross loans (%),1998
Saudi Arabia,29.188341306109997,Domestic credit to private sector by banks (% of GDP),1998
Saudi Arabia,2.8933625194487,GDP growth (annual %),1998
Saudi Arabia,,Lending interest rate (%),1998
Saudi Arabia,,Real interest rate (%),1998
Senegal,,Bank nonperforming loans to total gross loans (%),1998
Senegal,11.633791500913201,Domestic credit to private sector by banks (% of GDP),1998
Senegal,5.8986725634562,GDP growth (annual %),1998
Senegal,,Lending interest rate (%),1998
Senegal,,Real interest rate (%),1998
Seychelles,,Bank nonperforming loans to total gross loans (%),1998
Seychelles,14.3654765251617,Domestic credit to private sector by banks (% of GDP),1998
Seychelles,8.40339852531203,GDP growth (annual %),1998
Seychelles,14.302558333333302,Lending interest rate (%),1998
Seychelles,9.52103037175424,Real interest rate (%),1998
Sierra Leone,,Bank nonperforming loans to total gross loans (%),1998
Sierra Leone,2.55814794065025,Domestic credit to private sector by banks (% of GDP),1998
Sierra Leone,1.78501428129722,GDP growth (annual %),1998
Sierra Leone,23.8333333333333,Lending interest rate (%),1998
Sierra Leone,0.0470306629319764,Real interest rate (%),1998
Singapore,,Bank nonperforming loans to total gross loans (%),1998
Singapore,107.92410379794701,Domestic credit to private sector by banks (% of GDP),1998
Singapore,-2.1953778262461,GDP growth (annual %),1998
Singapore,7.44166666666666,Lending interest rate (%),1998
Singapore,8.88377464128105,Real interest rate (%),1998
Slovak Republic,,Bank nonperforming loans to total gross loans (%),1998
Slovak Republic,,Domestic credit to private sector by banks (% of GDP),1998
Slovak Republic,4.07609971533984,GDP growth (annual %),1998
Slovak Republic,,Lending interest rate (%),1998
Slovak Republic,,Real interest rate (%),1998
Slovenia,,Bank nonperforming loans to total gross loans (%),1998
Slovenia,,Domestic credit to private sector by banks (% of GDP),1998
Slovenia,3.27936819336514,GDP growth (annual %),1998
Slovenia,,Lending interest rate (%),1998
Slovenia,,Real interest rate (%),1998
Solomon Islands,,Bank nonperforming loans to total gross loans (%),1998
Solomon Islands,8.47756721022477,Domestic credit to private sector by banks (% of GDP),1998
Solomon Islands,1.78386640126602,GDP growth (annual %),1998
Solomon Islands,14.0,Lending interest rate (%),1998
Solomon Islands,7.948586376612151,Real interest rate (%),1998
Somalia,,Bank nonperforming loans to total gross loans (%),1998
Somalia,,Domestic credit to private sector by banks (% of GDP),1998
Somalia,,GDP growth (annual %),1998
Somalia,,Lending interest rate (%),1998
Somalia,,Real interest rate (%),1998
South Africa,,Bank nonperforming loans to total gross loans (%),1998
South Africa,66.4523972701659,Domestic credit to private sector by banks (% of GDP),1998
South Africa,0.50000090515276,GDP growth (annual %),1998
South Africa,21.7916666666667,Lending interest rate (%),1998
South Africa,12.992919424783402,Real interest rate (%),1998
Spain,,Bank nonperforming loans to total gross loans (%),1998
Spain,,Domestic credit to private sector by banks (% of GDP),1998
Spain,4.39303735124493,GDP growth (annual %),1998
Spain,,Lending interest rate (%),1998
Spain,,Real interest rate (%),1998
Sri Lanka,,Bank nonperforming loans to total gross loans (%),1998
Sri Lanka,28.6810329415139,Domestic credit to private sector by banks (% of GDP),1998
Sri Lanka,4.69842304623258,GDP growth (annual %),1998
Sri Lanka,,Lending interest rate (%),1998
Sri Lanka,,Real interest rate (%),1998
St. Kitts and Nevis,,Bank nonperforming loans to total gross loans (%),1998
St. Kitts and Nevis,54.52641547671389,Domestic credit to private sector by banks (% of GDP),1998
St. Kitts and Nevis,-0.48626168478487797,GDP growth (annual %),1998
St. Kitts and Nevis,11.421990026206698,Lending interest rate (%),1998
St. Kitts and Nevis,8.38724846264779,Real interest rate (%),1998
St. Lucia,,Bank nonperforming loans to total gross loans (%),1998
St. Lucia,53.1107218235542,Domestic credit to private sector by banks (% of GDP),1998
St. Lucia,6.28647204225132,GDP growth (annual %),1998
St. Lucia,11.403820544249301,Lending interest rate (%),1998
St. Lucia,8.76067821656273,Real interest rate (%),1998
Sudan,,Bank nonperforming loans to total gross loans (%),1998
Sudan,1.96258997070586,Domestic credit to private sector by banks (% of GDP),1998
Sudan,4.30850410363315,GDP growth (annual %),1998
Sudan,,Lending interest rate (%),1998
Sudan,,Real interest rate (%),1998
Suriname,,Bank nonperforming loans to total gross loans (%),1998
Suriname,17.8024035648377,Domestic credit to private sector by banks (% of GDP),1998
Suriname,2.30000125090181,GDP growth (annual %),1998
Suriname,27.075,Lending interest rate (%),1998
Suriname,8.41501450370295,Real interest rate (%),1998
Sweden,,Bank nonperforming loans to total gross loans (%),1998
Sweden,35.8432908093947,Domestic credit to private sector by banks (% of GDP),1998
Sweden,4.31183635326269,GDP growth (annual %),1998
Sweden,6.455,Lending interest rate (%),1998
Sweden,5.59654267259592,Real interest rate (%),1998
Switzerland,,Bank nonperforming loans to total gross loans (%),1998
Switzerland,148.606522019447,Domestic credit to private sector by banks (% of GDP),1998
Switzerland,2.9898918451070102,GDP growth (annual %),1998
Switzerland,,Lending interest rate (%),1998
Switzerland,,Real interest rate (%),1998
Syrian Arab Republic,,Bank nonperforming loans to total gross loans (%),1998
Syrian Arab Republic,9.18684942557535,Domestic credit to private sector by banks (% of GDP),1998
Syrian Arab Republic,6.33726401741339,GDP growth (annual %),1998
Syrian Arab Republic,,Lending interest rate (%),1998
Syrian Arab Republic,,Real interest rate (%),1998
Tajikistan,,Bank nonperforming loans to total gross loans (%),1998
Tajikistan,11.2887678728177,Domestic credit to private sector by banks (% of GDP),1998
Tajikistan,5.312867659400441,GDP growth (annual %),1998
Tajikistan,15.995833333333302,Lending interest rate (%),1998
Tajikistan,-38.25948051873279,Real interest rate (%),1998
Tanzania,,Bank nonperforming loans to total gross loans (%),1998
Tanzania,2.94098178373874,Domestic credit to private sector by banks (% of GDP),1998
Tanzania,3.70851159607723,GDP growth (annual %),1998
Tanzania,22.8925,Lending interest rate (%),1998
Tanzania,-26.499577122816802,Real interest rate (%),1998
Thailand,,Bank nonperforming loans to total gross loans (%),1998
Thailand,153.40585759641502,Domestic credit to private sector by banks (% of GDP),1998
Thailand,-7.634035286001019,GDP growth (annual %),1998
Thailand,14.416666666666698,Lending interest rate (%),1998
Thailand,5.87889882998792,Real interest rate (%),1998
Togo,,Bank nonperforming loans to total gross loans (%),1998
Togo,17.285993495823,Domestic credit to private sector by banks (% of GDP),1998
Togo,-2.29987656318139,GDP growth (annual %),1998
Togo,,Lending interest rate (%),1998
Togo,,Real interest rate (%),1998
Tonga,,Bank nonperforming loans to total gross loans (%),1998
Tonga,42.9008848363,Domestic credit to private sector by banks (% of GDP),1998
Tonga,2.71881265470739,GDP growth (annual %),1998
Tonga,11.2522173881328,Lending interest rate (%),1998
Tonga,8.81196242315456,Real interest rate (%),1998
Trinidad and Tobago,,Bank nonperforming loans to total gross loans (%),1998
Trinidad and Tobago,35.2904768159727,Domestic credit to private sector by banks (% of GDP),1998
Trinidad and Tobago,8.1245639965458,GDP growth (annual %),1998
Trinidad and Tobago,17.3333333333333,Lending interest rate (%),1998
Trinidad and Tobago,19.552812015264603,Real interest rate (%),1998
Tunisia,,Bank nonperforming loans to total gross loans (%),1998
Tunisia,46.4899003121539,Domestic credit to private sector by banks (% of GDP),1998
Tunisia,4.783762571905781,GDP growth (annual %),1998
Tunisia,,Lending interest rate (%),1998
Tunisia,,Real interest rate (%),1998
Turkey,,Bank nonperforming loans to total gross loans (%),1998
Turkey,16.783624370865,Domestic credit to private sector by banks (% of GDP),1998
Turkey,2.30821346354561,GDP growth (annual %),1998
Turkey,,Lending interest rate (%),1998
Turkey,,Real interest rate (%),1998
Turkmenistan,,Bank nonperforming loans to total gross loans (%),1998
Turkmenistan,,Domestic credit to private sector by banks (% of GDP),1998
Turkmenistan,7.10000034386493,GDP growth (annual %),1998
Turkmenistan,,Lending interest rate (%),1998
Turkmenistan,,Real interest rate (%),1998
Uganda,,Bank nonperforming loans to total gross loans (%),1998
Uganda,5.61175258412866,Domestic credit to private sector by banks (% of GDP),1998
Uganda,4.90526548390804,GDP growth (annual %),1998
Uganda,20.8616666666667,Lending interest rate (%),1998
Uganda,11.100686077191698,Real interest rate (%),1998
Ukraine,,Bank nonperforming loans to total gross loans (%),1998
Ukraine,7.7218301762838,Domestic credit to private sector by banks (% of GDP),1998
Ukraine,-1.89999998429019,GDP growth (annual %),1998
Ukraine,54.4966666666667,Lending interest rate (%),1998
Ukraine,37.928650998611005,Real interest rate (%),1998
United Arab Emirates,,Bank nonperforming loans to total gross loans (%),1998
United Arab Emirates,36.851687932238,Domestic credit to private sector by banks (% of GDP),1998
United Arab Emirates,0.291994348685435,GDP growth (annual %),1998
United Arab Emirates,,Lending interest rate (%),1998
United Arab Emirates,,Real interest rate (%),1998
United Kingdom,,Bank nonperforming loans to total gross loans (%),1998
United Kingdom,102.04662104792,Domestic credit to private sector by banks (% of GDP),1998
United Kingdom,3.6448534047056604,GDP growth (annual %),1998
United Kingdom,7.23205,Lending interest rate (%),1998
United Kingdom,6.22259514894566,Real interest rate (%),1998
United States,,Bank nonperforming loans to total gross loans (%),1998
United States,47.2518470557238,Domestic credit to private sector by banks (% of GDP),1998
United States,4.481407554512071,GDP growth (annual %),1998
United States,8.35416666666667,Lending interest rate (%),1998
United States,7.14819187417205,Real interest rate (%),1998
Uruguay,,Bank nonperforming loans to total gross loans (%),1998
Uruguay,40.358147079850895,Domestic credit to private sector by banks (% of GDP),1998
Uruguay,4.5188900721635,GDP growth (annual %),1998
Uruguay,57.925,Lending interest rate (%),1998
Uruguay,40.5227903932941,Real interest rate (%),1998
Uzbekistan,,Bank nonperforming loans to total gross loans (%),1998
Uzbekistan,,Domestic credit to private sector by banks (% of GDP),1998
Uzbekistan,4.30000000020981,GDP growth (annual %),1998
Uzbekistan,,Lending interest rate (%),1998
Uzbekistan,,Real interest rate (%),1998
Vanuatu,,Bank nonperforming loans to total gross loans (%),1998
Vanuatu,31.706051183927304,Domestic credit to private sector by banks (% of GDP),1998
Vanuatu,4.301466021200509,GDP growth (annual %),1998
Vanuatu,10.958333333333302,Lending interest rate (%),1998
Vanuatu,2.58996475908682,Real interest rate (%),1998
Vietnam,,Bank nonperforming loans to total gross loans (%),1998
Vietnam,20.123863142178898,Domestic credit to private sector by banks (% of GDP),1998
Vietnam,5.7644554639503,GDP growth (annual %),1998
Vietnam,14.4,Lending interest rate (%),1998
Vietnam,5.1104787128313705,Real interest rate (%),1998
Zambia,,Bank nonperforming loans to total gross loans (%),1998
Zambia,5.962001236398599,Domestic credit to private sector by banks (% of GDP),1998
Zambia,-0.38574614579035,GDP growth (annual %),1998
Zambia,31.8,Lending interest rate (%),1998
Zambia,12.739308500618401,Real interest rate (%),1998
Zimbabwe,,Bank nonperforming loans to total gross loans (%),1998
Zimbabwe,24.282478433211303,Domestic credit to private sector by banks (% of GDP),1998
Zimbabwe,2.88521180627896,GDP growth (annual %),1998
Zimbabwe,42.0558333333333,Lending interest rate (%),1998
Zimbabwe,94.7268034470224,Real interest rate (%),1998
Afghanistan,,Bank nonperforming loans to total gross loans (%),1999
Afghanistan,,Domestic credit to private sector by banks (% of GDP),1999
Afghanistan,,GDP growth (annual %),1999
Afghanistan,,Lending interest rate (%),1999
Afghanistan,,Real interest rate (%),1999
Albania,,Bank nonperforming loans to total gross loans (%),1999
Albania,4.10700726006802,Domestic credit to private sector by banks (% of GDP),1999
Albania,12.889896733188902,GDP growth (annual %),1999
Albania,21.615,Lending interest rate (%),1999
Albania,19.109555980543497,Real interest rate (%),1999
Algeria,,Bank nonperforming loans to total gross loans (%),1999
Algeria,5.369835093570499,Domestic credit to private sector by banks (% of GDP),1999
Algeria,3.20000155076958,GDP growth (annual %),1999
Algeria,10.75,Lending interest rate (%),1999
Algeria,-0.0959843336615871,Real interest rate (%),1999
American Samoa,,Bank nonperforming loans to total gross loans (%),1999
American Samoa,,Domestic credit to private sector by banks (% of GDP),1999
American Samoa,,GDP growth (annual %),1999
American Samoa,,Lending interest rate (%),1999
American Samoa,,Real interest rate (%),1999
Angola,,Bank nonperforming loans to total gross loans (%),1999
Angola,2.52098260701182,Domestic credit to private sector by banks (% of GDP),1999
Angola,2.18148971840458,GDP growth (annual %),1999
Angola,80.2966666666667,Lending interest rate (%),1999
Angola,-72.5785001611618,Real interest rate (%),1999
Antigua and Barbuda,,Bank nonperforming loans to total gross loans (%),1999
Antigua and Barbuda,57.8133876943571,Domestic credit to private sector by banks (% of GDP),1999
Antigua and Barbuda,3.70789461849279,GDP growth (annual %),1999
Antigua and Barbuda,12.071877641382999,Lending interest rate (%),1999
Antigua and Barbuda,10.411709394669199,Real interest rate (%),1999
Argentina,,Bank nonperforming loans to total gross loans (%),1999
Argentina,24.136100774893,Domestic credit to private sector by banks (% of GDP),1999
Argentina,-3.3854570406327005,GDP growth (annual %),1999
Argentina,,Lending interest rate (%),1999
Argentina,,Real interest rate (%),1999
Armenia,,Bank nonperforming loans to total gross loans (%),1999
Armenia,8.728443252796861,Domestic credit to private sector by banks (% of GDP),1999
Armenia,3.30000000199063,GDP growth (annual %),1999
Armenia,38.848333333333294,Lending interest rate (%),1999
Armenia,38.7736674388853,Real interest rate (%),1999
Aruba,,Bank nonperforming loans to total gross loans (%),1999
Aruba,44.623274455949,Domestic credit to private sector by banks (% of GDP),1999
Aruba,1.2380421057706599,GDP growth (annual %),1999
Aruba,13.141666666666698,Lending interest rate (%),1999
Aruba,10.706263917375699,Real interest rate (%),1999
Australia,,Bank nonperforming loans to total gross loans (%),1999
Australia,84.2802905145765,Domestic credit to private sector by banks (% of GDP),1999
Australia,5.07358525786199,GDP growth (annual %),1999
Australia,6.56666666666667,Lending interest rate (%),1999
Australia,6.187513528508821,Real interest rate (%),1999
Austria,,Bank nonperforming loans to total gross loans (%),1999
Austria,,Domestic credit to private sector by banks (% of GDP),1999
Austria,3.5563312466416903,GDP growth (annual %),1999
Austria,,Lending interest rate (%),1999
Austria,,Real interest rate (%),1999
Azerbaijan,,Bank nonperforming loans to total gross loans (%),1999
Azerbaijan,2.9651560575433797,Domestic credit to private sector by banks (% of GDP),1999
Azerbaijan,7.39999958682311,GDP growth (annual %),1999
Azerbaijan,19.483333333333302,Lending interest rate (%),1999
Azerbaijan,16.954607126024,Real interest rate (%),1999
"Bahamas, The",,Bank nonperforming loans to total gross loans (%),1999
"Bahamas, The",39.9733467640655,Domestic credit to private sector by banks (% of GDP),1999
"Bahamas, The",7.14411475804808,GDP growth (annual %),1999
"Bahamas, The",6.375,Lending interest rate (%),1999
"Bahamas, The",1.35689290972319,Real interest rate (%),1999
Bangladesh,,Bank nonperforming loans to total gross loans (%),1999
Bangladesh,20.6791722327267,Domestic credit to private sector by banks (% of GDP),1999
Bangladesh,4.670156368278651,GDP growth (annual %),1999
Bangladesh,13.099166666666699,Lending interest rate (%),1999
Bangladesh,8.97864304756307,Real interest rate (%),1999
Barbados,,Bank nonperforming loans to total gross loans (%),1999
Barbados,47.5657739599124,Domestic credit to private sector by banks (% of GDP),1999
Barbados,0.33465542885473104,GDP growth (annual %),1999
Barbados,9.39583333333333,Lending interest rate (%),1999
Barbados,4.75174484420047,Real interest rate (%),1999
Belarus,,Bank nonperforming loans to total gross loans (%),1999
Belarus,9.243055850768519,Domestic credit to private sector by banks (% of GDP),1999
Belarus,3.3999991632296402,GDP growth (annual %),1999
Belarus,51.0416666666667,Lending interest rate (%),1999
Belarus,-63.761025502773506,Real interest rate (%),1999
Belgium,,Bank nonperforming loans to total gross loans (%),1999
Belgium,,Domestic credit to private sector by banks (% of GDP),1999
Belgium,3.54273427701128,GDP growth (annual %),1999
Belgium,,Lending interest rate (%),1999
Belgium,,Real interest rate (%),1999
Belize,,Bank nonperforming loans to total gross loans (%),1999
Belize,43.749876745581105,Domestic credit to private sector by banks (% of GDP),1999
Belize,8.77899956737794,GDP growth (annual %),1999
Belize,16.2725,Lending interest rate (%),1999
Belize,18.929931210112,Real interest rate (%),1999
Benin,,Bank nonperforming loans to total gross loans (%),1999
Benin,7.142326952492289,Domestic credit to private sector by banks (% of GDP),1999
Benin,5.3414493720262906,GDP growth (annual %),1999
Benin,,Lending interest rate (%),1999
Benin,,Real interest rate (%),1999
Bermuda,,Bank nonperforming loans to total gross loans (%),1999
Bermuda,,Domestic credit to private sector by banks (% of GDP),1999
Bermuda,3.38264871401167,GDP growth (annual %),1999
Bermuda,,Lending interest rate (%),1999
Bermuda,,Real interest rate (%),1999
Bhutan,,Bank nonperforming loans to total gross loans (%),1999
Bhutan,8.25829229311401,Domestic credit to private sector by banks (% of GDP),1999
Bhutan,7.98397247538767,GDP growth (annual %),1999
Bhutan,16.0,Lending interest rate (%),1999
Bhutan,7.97195305615918,Real interest rate (%),1999
Bolivia,,Bank nonperforming loans to total gross loans (%),1999
Bolivia,64.4448445174476,Domestic credit to private sector by banks (% of GDP),1999
Bolivia,0.426889576708106,GDP growth (annual %),1999
Bolivia,35.3691666666667,Lending interest rate (%),1999
Bolivia,32.1815279320341,Real interest rate (%),1999
Botswana,,Bank nonperforming loans to total gross loans (%),1999
Botswana,13.8731694622537,Domestic credit to private sector by banks (% of GDP),1999
Botswana,9.66724074151195,GDP growth (annual %),1999
Botswana,14.775833333333301,Lending interest rate (%),1999
Botswana,0.47325591338885703,Real interest rate (%),1999
Brazil,,Bank nonperforming loans to total gross loans (%),1999
Brazil,29.8269102028347,Domestic credit to private sector by banks (% of GDP),1999
Brazil,0.467937567378257,GDP growth (annual %),1999
Brazil,80.4433333333333,Lending interest rate (%),1999
Brazil,67.0609170956757,Real interest rate (%),1999
Brunei Darussalam,,Bank nonperforming loans to total gross loans (%),1999
Brunei Darussalam,60.1765550852892,Domestic credit to private sector by banks (% of GDP),1999
Brunei Darussalam,3.05215714160208,GDP growth (annual %),1999
Brunei Darussalam,5.5,Lending interest rate (%),1999
Brunei Darussalam,-5.460847144008531,Real interest rate (%),1999
Bulgaria,,Bank nonperforming loans to total gross loans (%),1999
Bulgaria,11.4699029650362,Domestic credit to private sector by banks (% of GDP),1999
Bulgaria,-8.28101624145192,GDP growth (annual %),1999
Bulgaria,13.498425,Lending interest rate (%),1999
Bulgaria,9.99028453588731,Real interest rate (%),1999
Burkina Faso,,Bank nonperforming loans to total gross loans (%),1999
Burkina Faso,8.94133233050405,Domestic credit to private sector by banks (% of GDP),1999
Burkina Faso,7.404178966324951,GDP growth (annual %),1999
Burkina Faso,,Lending interest rate (%),1999
Burkina Faso,,Real interest rate (%),1999
Burundi,,Bank nonperforming loans to total gross loans (%),1999
Burundi,15.235946420729,Domestic credit to private sector by banks (% of GDP),1999
Burundi,-1.00999999649815,GDP growth (annual %),1999
Burundi,15.235833333333302,Lending interest rate (%),1999
Burundi,0.245048218192701,Real interest rate (%),1999
Cambodia,,Bank nonperforming loans to total gross loans (%),1999
Cambodia,5.705934708642349,Domestic credit to private sector by banks (% of GDP),1999
Cambodia,12.7053811343541,GDP growth (annual %),1999
Cambodia,,Lending interest rate (%),1999
Cambodia,,Real interest rate (%),1999
Cameroon,,Bank nonperforming loans to total gross loans (%),1999
Cameroon,7.3064982626847,Domestic credit to private sector by banks (% of GDP),1999
Cameroon,4.29201694525005,GDP growth (annual %),1999
Cameroon,,Lending interest rate (%),1999
Cameroon,,Real interest rate (%),1999
Canada,,Bank nonperforming loans to total gross loans (%),1999
Canada,77.516133078735,Domestic credit to private sector by banks (% of GDP),1999
Canada,3.97048264471769,GDP growth (annual %),1999
Canada,6.4375,Lending interest rate (%),1999
Canada,3.26407129666483,Real interest rate (%),1999
